quantile,trade_rate_coef,trade_rate_p,ttr_coef,ttr_p,pseudo_r2
0.5,5.948793132552884e-06,0.0,-4.282010989180439e-08,0.4095802087366716,0.0005273715173120808
0.75,0.0001751045954696473,0.0,-2.0735502231782662e-05,6.255133071850194e-95,0.0704805629028662
0.9,0.0003755001370237723,0.0,-8.733371195382758e-05,5.2883254335147835e-286,0.13633942137090616
0.95,0.0004902314170343292,0.0,-0.00014241406364307865,1.780785947876033e-309,0.18271716505001723
