n,mean,std,skewness,kurtosis,min,max,jarque_bera_stat,jarque_bera_p
89047,0.00011050220458799769,0.03041762056545839,-0.12156795926226636,24.03907455488738,-0.549099969886643,0.43215333765233194,2144311.9428984406,0.0
