period,n,mean_abs_r,std_r,kurtosis,skewness,acf1_abs_r,mean_trade_rate
Earlier,78720,0.01082157779500003,0.025737964007539433,15.07153314483698,0.02220902931071311,0.35612132409154734,91.51609215840679
Last 30d,10327,0.02384174539555529,0.054115899230157034,13.231734976479562,-0.21889871623106277,0.4165770649140344,123.17203988769484
