n,mean,std,skewness,kurtosis,min,max,jarque_bera_stat,jarque_bera_p
89047,-0.0002625112435377093,0.05637245287339268,-11.794797085675775,1558.2002246178304,-4.469704755767111,3.7944672166765017,9010608082.665369,0.0
