quantile,trade_rate_coef,trade_rate_p,ttr_coef,ttr_p,pseudo_r2
0.5,1.5537989708720654e-09,0.0,-2.2587610930157693e-09,0.0,-1.608424308185974e-05
0.75,1.7307747032618863e-06,0.0,-1.5285467397591354e-07,0.0,-0.00016813961402317723
0.9,7.455360778560918e-06,3.1813697796873545e-34,-9.853387949801032e-05,0.0,0.032609930512971896
0.95,2.6291328169474596e-05,0.015933523936030185,-0.00021823466192028137,3.43049160018232e-56,0.022565764015226142
