quantile,trade_rate_coef,trade_rate_p,ttr_coef,ttr_p,pseudo_r2
0.5,1.676671011680169e-07,0.0,-1.9203064055828762e-07,0.0,-1.6083983177761496e-05
0.9,0.0008044059613549798,3.2257827565178326e-34,-0.008376871561400222,0.0,0.03260992783651373
0.95,0.0028483354284289083,0.015452603773437754,-0.01856265715816003,2.621361059647972e-56,0.022565804633014608
