seed,score,tail_error,acf_error,deadline_error,ratio_error,monotonic_penalty,total_score,interaction_error,interaction_pattern_penalty,quantile_error,reversal_error
401,0.9622997851367299,1.2961935371371218,0.7253956073886046,0.41811332109309446,0.3068776229004004,0.0,0.9622997851367299,0.511340477354556,0.3333333333333333,1.0698751232300516,2.0443630544051326
402,0.9408236448022602,1.2939619468270438,0.6699282534908546,0.4019582726147779,0.19628714878474374,0.0,0.9408236448022602,0.508035578436198,0.3333333333333333,1.069992970085019,2.005680663060196
