quantile,trade_rate_coef,trade_rate_p,ttr_coef,ttr_p,pseudo_r2
0.5,2.7774400852495672e-05,0.0,1.3640986780169168e-06,5.110792040085625e-15,0.007686378996428211
0.75,0.00019763141253791608,0.0,-1.6066516002222577e-05,1.6470539197067964e-29,0.04435845366235991
0.9,0.0002859067455324231,6.995691072134607e-222,-0.00011597134703784473,1.0526995059803193e-120,0.0520957636126943
0.95,0.00019038623808434723,1.3989551147270786e-31,-0.00020576934887214728,5.385962402340814e-109,0.04674513095744148
