n,mean,std,skewness,kurtosis,min,max,jarque_bera_stat,jarque_bera_p
89047,6.727942763574479e-05,0.03876773381604501,-0.025892079909601226,19.196327465095212,-0.5698495817960407,0.5532600331658553,1367248.6744127346,0.0
