quantile,trade_rate_coef,trade_rate_p,ttr_coef,ttr_p,pseudo_r2
0.5,0.0010805502655677846,0.0,0.00031165133593196576,3.289473047333741e-121,0.004425805907056768
0.9,0.026232520476049483,0.0,0.004718486806076684,9.901176881433041e-62,0.1265747418969828
0.95,0.03323003360233275,0.0,0.004262352877104922,1.144697964412023e-27,0.1579027769263155
