n,mean,std,skewness,kurtosis,min,max,jarque_bera_stat,jarque_bera_p
89047,7.280572944763476e-05,0.0326170616937982,0.036612075261063644,7.903005485108018,-0.27602697966693013,0.2859055021458896,231755.41956147683,0.0
