period,n,mean_abs_r,std_r,kurtosis,skewness,acf1_abs_r,mean_trade_rate
Earlier,78720,0.015552926664536436,0.03244452815299874,7.789445076421222,0.04340695160454734,0.2108444684465127,75.32776183097518
Last 30d,10327,0.015634168148128902,0.033904277058554824,8.56257655418409,-0.01044292923511897,0.26355863570140625,102.78691063994579
