seed,score,tail_error,acf_error,deadline_error,ratio_error,monotonic_penalty,total_score
401,0.7013609926081574,1.286401464536369,0.36526579574255136,0.41215058372711383,0.5676638515301206,0.0,0.7013609926081574
402,0.739093834272829,1.2915490909394365,0.383407177081594,0.4322274615537729,0.5814299278518457,0.5,0.739093834272829
